hand,combos,notqual,lose,draw,win,antebonus,ev
"Card[9♣, 4♢, 2♡]",24,5296,13128,0,0,0,-1.1376465479808946
"Card[9♣, 4♢, 3♣]",12,5299,13125,0,0,0,-1.137158054711246
"Card[9♣, 4♢, 3♢]",12,5301,13123,0,0,0,-1.1368323925314807
"Card[9♣, 4♢, 3♡]",24,5307,13117,0,0,0,-1.1358554059921842
"Card[9♣, 4♢, 4♣]",6,5291,4175,3,8955,0,0.8060681719496309
"Card[9♣, 4♢, 4♡]",12,5299,4164,3,8958,0,0.808022145028224
"Card[9♣, 5♣, 2♣]",4,5277,1510,3,11634,0,1.3854211897524968
"Card[9♣, 5♣, 2♢]",12,5292,13132,0,0,0,-1.1382978723404256
"Card[9♣, 5♣, 3♣]",4,5289,1495,3,11637,0,1.388026487190621
"Card[9♣, 5♣, 3♢]",12,5303,13121,0,0,0,-1.1365067303517151
"Card[9♣, 5♣, 4♣]",4,5301,1495,3,11625,0,1.38737516283109
"Card[9♣, 5♣, 4♢]",12,5314,13110,0,0,0,-1.1347155883630047
"Card[9♣, 5♣, 5♢]",6,5291,3905,3,9225,0,0.8646873643074251
"Card[9♣, 5♢, 2♣]",12,5292,13132,0,0,0,-1.1382978723404256
"Card[9♣, 5♢, 2♢]",12,5292,13132,0,0,0,-1.1382978723404256
"Card[9♣, 5♢, 2♡]",24,5300,13124,0,0,0,-1.1369952236213634
"Card[9♣, 5♢, 3♣]",12,5303,13121,0,0,0,-1.1365067303517151
"Card[9♣, 5♢, 3♢]",12,5304,13120,0,0,0,-1.1363438992618324
"Card[9♣, 5♢, 3♡]",24,5311,13113,0,0,0,-1.135204081632653
"Card[9♣, 5♢, 4♣]",12,5314,13110,0,0,0,-1.1347155883630047
"Card[9♣, 5♢, 4♢]",12,5316,13108,0,0,0,-1.1343899261832393
"Card[9♣, 5♢, 4♡]",24,5322,13102,0,0,0,-1.1334129396439427
"Card[9♣, 5♢, 5♣]",6,5291,3905,3,9225,0,0.8646873643074251
"Card[9♣, 5♢, 5♡]",12,5299,3894,3,9228,0,0.8666413373860182
"Card[9♣, 6♣, 2♣]",4,5277,1501,3,11643,0,1.38737516283109
"Card[9♣, 6♣, 2♢]",12,5292,13132,0,0,0,-1.1382978723404256
"Card[9♣, 6♣, 3♣]",4,5292,1482,3,11647,0,1.390686061658706
"Card[9♣, 6♣, 3♢]",12,5307,13117,0,0,0,-1.1358554059921842
"Card[9♣, 6♣, 4♣]",4,5304,1482,3,11635,0,1.390034737299175
"Card[9♣, 6♣, 4♢]",12,5318,13106,0,0,0,-1.1340642640034737
"Card[9♣, 6♣, 5♣]",4,5301,1483,3,11637,0,1.389980460269214
"Card[9♣, 6♣, 5♢]",12,5314,13110,0,0,0,-1.1347155883630047
"Card[9♣, 6♣, 6♢]",6,5291,3635,3,9495,0,0.9233065566652193
"Card[9♣, 6♢, 2♣]",12,5292,13132,0,0,0,-1.1382978723404256
"Card[9♣, 6♢, 2♢]",12,5292,13132,0,0,0,-1.1382978723404256
"Card[9♣, 6♢, 2♡]",24,5300,13124,0,0,0,-1.1369952236213634
"Card[9♣, 6♢, 3♣]",12,5307,13117,0,0,0,-1.1358554059921842
"Card[9♣, 6♢, 3♢]",12,5307,13117,0,0,0,-1.1358554059921842
"Card[9♣, 6♢, 3♡]",24,5315,13109,0,0,0,-1.134552757273122
"Card[9♣, 6♢, 4♣]",12,5318,13106,0,0,0,-1.1340642640034737
"Card[9♣, 6♢, 4♢]",12,5319,13105,0,0,0,-1.133901432913591
"Card[9♣, 6♢, 4♡]",24,5326,13098,0,0,0,-1.1327616152844115
"Card[9♣, 6♢, 5♣]",12,5314,13110,0,0,0,-1.1347155883630047
"Card[9♣, 6♢, 5♢]",12,5316,13108,0,0,0,-1.1343899261832393
"Card[9♣, 6♢, 5♡]",24,5322,13102,0,0,0,-1.1334129396439427
"Card[9♣, 6♢, 6♣]",6,5291,3635,3,9495,0,0.9233065566652193
"Card[9♣, 6♢, 6♡]",12,5299,3624,3,9498,0,0.9252605297438125
"Card[9♣, 7♣, 2♣]",4,5274,1493,3,11654,0,1.3892748588797221
"Card[9♣, 7♣, 2♢]",12,5289,13135,0,0,0,-1.1387863656100738
"Card[9♣, 7♣, 3♣]",4,5289,1474,3,11658,0,1.3925857577073382
"Card[9♣, 7♣, 3♢]",12,5304,13120,0,0,0,-1.1363438992618324
"Card[9♣, 7♣, 4♣]",4,5304,1470,3,11647,0,1.3926400347372991
"Card[9♣, 7♣, 4♢]",12,5319,13105,0,0,0,-1.133901432913591
"Card[9♣, 7♣, 5♣]",4,5301,1471,3,11649,0,1.3925857577073382
"Card[9♣, 7♣, 5♢]",12,5315,13109,0,0,0,-1.134552757273122
"Card[9♣, 7♣, 6♣]",4,5298,1472,3,11651,0,1.3925314806773774
"Card[9♣, 7♣, 6♢]",12,5311,13113,0,0,0,-1.135204081632653
"Card[9♣, 7♣, 7♢]",6,5284,3372,3,9765,0,0.9807859313938341
"Card[9♣, 7♢, 2♣]",12,5288,13136,0,0,0,-1.1389491966999565
"Card[9♣, 7♢, 2♢]",12,5288,13136,0,0,0,-1.1389491966999565
"Card[9♣, 7♢, 2♡]",24,5296,13128,0,0,0,-1.1376465479808946
"Card[9♣, 7♢, 3♣]",12,5303,13121,0,0,0,-1.1365067303517151
"Card[9♣, 7♢, 3♢]",12,5303,13121,0,0,0,-1.1365067303517151
"Card[9♣, 7♢, 3♡]",24,5311,13113,0,0,0,-1.135204081632653
"Card[9♣, 7♢, 4♣]",12,5318,13106,0,0,0,-1.1340642640034737
"Card[9♣, 7♢, 4♢]",12,5318,13106,0,0,0,-1.1340642640034737
"Card[9♣, 7♢, 4♡]",24,5326,13098,0,0,0,-1.1327616152844115
"Card[9♣, 7♢, 5♣]",12,5314,13110,0,0,0,-1.1347155883630047
"Card[9♣, 7♢, 5♢]",12,5315,13109,0,0,0,-1.134552757273122
"Card[9♣, 7♢, 5♡]",24,5322,13102,0,0,0,-1.1334129396439427
"Card[9♣, 7♢, 6♣]",12,5310,13114,0,0,0,-1.1353669127225359
"Card[9♣, 7♢, 6♢]",12,5312,13112,0,0,0,-1.1350412505427703
"Card[9♣, 7♢, 6♡]",24,5318,13106,0,0,0,-1.1340642640034737
"Card[9♣, 7♢, 7♣]",6,5284,3372,3,9765,0,0.9807859313938341
"Card[9♣, 7♢, 7♡]",12,5291,3362,3,9768,0,0.9825770733825445
"Card[9♣, 8♣, 2♣]",4,5271,1482,3,11668,0,1.3918258792878853
"Card[9♣, 8♣, 2♢]",12,5286,13138,0,0,0,-1.1392748588797221
"Card[9♣, 8♣, 3♣]",4,5286,1463,3,11672,0,1.3951367781155015
"Card[9♣, 8♣, 3♢]",12,5301,13123,0,0,0,-1.1368323925314807
"Card[9♣, 8♣, 4♣]",4,5301,1459,3,11661,0,1.3951910551454625
"Card[9♣, 8♣, 4♢]",12,5316,13108,0,0,0,-1.1343899261832393
"Card[9♣, 8♣, 5♣]",4,5301,1456,3,11664,0,1.3958423795049935
"Card[9♣, 8♣, 5♢]",12,5316,13108,0,0,0,-1.1343899261832393
"Card[9♣, 8♣, 6♣]",4,5298,1457,3,11666,0,1.3957881024750325
"Card[9♣, 8♣, 6♢]",12,5312,13112,0,0,0,-1.1350412505427703
"Card[9♣, 8♣, 7♣]",4,5292,61,3,13068,4,5.699196699956579
"Card[9♣, 8♣, 7♢]",12,5305,342,25,12752,1,2.635095527572731
"Card[9♣, 8♣, 8♢]",6,5277,3109,3,10035,0,1.038265306122449
"Card[9♣, 8♢, 2♣]",12,5284,13140,0,0,0,-1.1396005210594877
"Card[9♣, 8♢, 2♢]",12,5284,13140,0,0,0,-1.1396005210594877
"Card[9♣, 8♢, 2♡]",24,5292,13132,0,0,0,-1.1382978723404256
"Card[9♣, 8♢, 3♣]",12,5299,13125,0,0,0,-1.137158054711246
"Card[9♣, 8♢, 3♢]",12,5299,13125,0,0,0,-1.137158054711246
"Card[9♣, 8♢, 3♡]",24,5307,13117,0,0,0,-1.1358554059921842
"Card[9♣, 8♢, 4♣]",12,5314,13110,0,0,0,-1.1347155883630047
"Card[9♣, 8♢, 4♢]",12,5314,13110,0,0,0,-1.1347155883630047
"Card[9♣, 8♢, 4♡]",24,5322,13102,0,0,0,-1.1334129396439427
"Card[9♣, 8♢, 5♣]",12,5314,13110,0,0,0,-1.1347155883630047
"Card[9♣, 8♢, 5♢]",12,5314,13110,0,0,0,-1.1347155883630047
"Card[9♣, 8♢, 5♡]",24,5322,13102,0,0,0,-1.1334129396439427
"Card[9♣, 8♢, 6♣]",12,5310,13114,0,0,0,-1.1353669127225359
"Card[9♣, 8♢, 6♢]",12,5311,13113,0,0,0,-1.135204081632653
"Card[9♣, 8♢, 6♡]",24,5318,13106,0,0,0,-1.1340642640034737
"Card[9♣, 8♢, 7♣]",12,5304,342,25,12753,1,2.635149804602692
"Card[9♣, 8♢, 7♢]",12,5305,343,25,12751,1,2.6348784194528876
"Card[9♣, 8♢, 7♡]",24,5311,341,26,12746,1,2.6348784194528876
"Card[9♣, 8♢, 8♣]",6,5277,3109,3,10035,0,1.038265306122449
"Card[9♣, 8♢, 8♡]",12,5283,3100,3,10038,0,1.0398936170212767
"Card[9♣, 9♢, 2♣]",6,5261,2996,3,10164,0,1.0636669561441598
"Card[9♣, 9♢, 2♢]",6,5261,2996,3,10164,0,1.0636669561441598
"Card[9♣, 9♢, 2♡]",12,5269,2985,3,10167,0,1.065620929222753
"Card[9♣, 9♢, 3♣]",6,5276,2977,3,10168,0,1.0669778549717759
"Card[9♣, 9♢, 3♢]",6,5276,2977,3,10168,0,1.0669778549717759
"Card[9♣, 9♢, 3♡]",12,5284,2966,3,10171,0,1.068931828050369
"Card[9♣, 9♢, 4♣]",6,5291,2973,3,10157,0,1.0670321320017369
"Card[9♣, 9♢, 4♢]",6,5291,2973,3,10157,0,1.0670321320017369
"Card[9♣, 9♢, 4♡]",12,5299,2962,3,10160,0,1.06898610508033
"Card[9♣, 9♢, 5♣]",6,5291,2969,3,10161,0,1.0679005644811117
"Card[9♣, 9♢, 5♢]",6,5291,2969,3,10161,0,1.0679005644811117
"Card[9♣, 9♢, 5♡]",12,5299,2958,3,10164,0,1.0698545375597048
"Card[9♣, 9♢, 6♣]",6,5291,2965,3,10165,0,1.0687689969604863
"Card[9♣, 9♢, 6♢]",6,5291,2965,3,10165,0,1.0687689969604863
"Card[9♣, 9♢, 6♡]",12,5299,2954,3,10168,0,1.0707229700390795
"Card[9♣, 9♢, 7♣]",6,5284,2968,3,10169,0,1.0684976118106817
"Card[9♣, 9♢, 7♢]",6,5284,2968,3,10169,0,1.0684976118106817
"Card[9♣, 9♢, 7♡]",12,5291,2958,3,10172,0,1.0702887537993921
"Card[9♣, 9♢, 8♣]",6,5277,2971,3,10173,0,1.068226226660877
"Card[9♣, 9♢, 8♢]",6,5277,2971,3,10173,0,1.068226226660877
"Card[9♣, 9♢, 8♡]",12,5283,2962,3,10176,0,1.0698545375597048
"Card[9♣, 9♢, 9♡]",4,5235,24,0,13165,5,6.710649153278332
"Card[T♣, 2♣, 2♢]",6,5216,4741,3,8464,0,0.6872557533651759
"Card[T♣, 2♢, 2♣]",6,5216,4741,3,8464,0,0.6872557533651759
"Card[T♣, 2♢, 2♡]",12,5224,4730,3,8467,0,0.689209726443769
"Card[T♣, 3♣, 2♣]",4,5244,1458,3,11719,0,1.3985019539730785
"Card[T♣, 3♣, 2♢]",12,5258,13166,0,0,0,-1.1438341293964394
"Card[T♣, 3♣, 3♢]",6,5246,4441,3,8734,0,0.7507598784194529
"Card[T♣, 3♢, 2♣]",12,5258,13166,0,0,0,-1.1438341293964394
"Card[T♣, 3♢, 2♢]",12,5259,13165,0,0,0,-1.1436712983065567
"Card[T♣, 3♢, 2♡]",24,5266,13158,0,0,0,-1.1425314806773774
"Card[T♣, 3♢, 3♣]",6,5246,4441,3,8734,0,0.7507598784194529
"Card[T♣, 3♢, 3♡]",12,5254,4430,3,8737,0,0.752713851498046
"Card[T♣, 4♣, 2♣]",4,5259,1451,3,11711,0,1.3992075553625705
"Card[T♣, 4♣, 2♢]",12,5273,13151,0,0,0,-1.141391663048198
"Card[T♣, 4♣, 3♣]",4,5271,1436,3,11714,0,1.4018128528006948
"Card[T♣, 4♣, 3♢]",12,5284,13140,0,0,0,-1.1396005210594877
"Card[T♣, 4♣, 4♢]",6,5276,4171,3,8974,0,0.8077507598784195
"Card[T♣, 4♢, 2♣]",12,5273,13151,0,0,0,-1.141391663048198
"Card[T♣, 4♢, 2♢]",12,5274,13150,0,0,0,-1.1412288319583153
"Card[T♣, 4♢, 2♡]",24,5281,13143,0,0,0,-1.140089014329136
"Card[T♣, 4♢, 3♣]",12,5284,13140,0,0,0,-1.1396005210594877
"Card[T♣, 4♢, 3♢]",12,5286,13138,0,0,0,-1.1392748588797221
"Card[T♣, 4♢, 3♡]",24,5292,13132,0,0,0,-1.1382978723404256
"Card[T♣, 4♢, 4♣]",6,5276,4171,3,8974,0,0.8077507598784195
"Card[T♣, 4♢, 4♡]",12,5284,4160,3,8977,0,0.8097047329570126
"Card[T♣, 5♣, 2♣]",4,5262,1441,3,11718,0,1.4012158054711246
"Card[T♣, 5♣, 2♢]",12,5277,13147,0,0,0,-1.140740338688667
"Card[T♣, 5♣, 3♣]",4,5274,1426,3,11721,0,1.4038211029092489
"Card[T♣, 5♣, 3♢]",12,5288,13136,0,0,0,-1.1389491966999565
"Card[T♣, 5♣, 4♣]",4,5286,1426,3,11709,0,1.4031697785497177
"Card[T♣, 5♣, 4♢]",12,5299,13125,0,0,0,-1.137158054711246
"Card[T♣, 5♣, 5♢]",6,5276,3901,3,9244,0,0.8663699522362136
"Card[T♣, 5♢, 2♣]",12,5277,13147,0,0,0,-1.140740338688667
"Card[T♣, 5♢, 2♢]",12,5277,13147,0,0,0,-1.140740338688667
"Card[T♣, 5♢, 2♡]",24,5285,13139,0,0,0,-1.1394376899696048
"Card[T♣, 5♢, 3♣]",12,5288,13136,0,0,0,-1.1389491966999565
"Card[T♣, 5♢, 3♢]",12,5289,13135,0,0,0,-1.1387863656100738
"Card[T♣, 5♢, 3♡]",24,5296,13128,0,0,0,-1.1376465479808946
"Card[T♣, 5♢, 4♣]",12,5299,13125,0,0,0,-1.137158054711246
"Card[T♣, 5♢, 4♢]",12,5301,13123,0,0,0,-1.1368323925314807
"Card[T♣, 5♢, 4♡]",24,5307,13117,0,0,0,-1.1358554059921842
"Card[T♣, 5♢, 5♣]",6,5276,3901,3,9244,0,0.8663699522362136
"Card[T♣, 5♢, 5♡]",12,5284,3890,3,9247,0,0.8683239253148067
"Card[T♣, 6♣, 2♣]",4,5262,1432,3,11727,0,1.4031697785497177
"Card[T♣, 6♣, 2♢]",12,5277,13147,0,0,0,-1.140740338688667
"Card[T♣, 6♣, 3♣]",4,5277,1413,3,11731,0,1.406480677377334
"Card[T♣, 6♣, 3♢]",12,5292,13132,0,0,0,-1.1382978723404256
"Card[T♣, 6♣, 4♣]",4,5289,1413,3,11719,0,1.4058293530178028
"Card[T♣, 6♣, 4♢]",12,5303,13121,0,0,0,-1.1365067303517151
"Card[T♣, 6♣, 5♣]",4,5286,1414,3,11721,0,1.405775075987842
"Card[T♣, 6♣, 5♢]",12,5299,13125,0,0,0,-1.137158054711246
"Card[T♣, 6♣, 6♢]",6,5276,3631,3,9514,0,0.9249891445940078
"Card[T♣, 6♢, 2♣]",12,5277,13147,0,0,0,-1.140740338688667
"Card[T♣, 6♢, 2♢]",12,5277,13147,0,0,0,-1.140740338688667
"Card[T♣, 6♢, 2♡]",24,5285,13139,0,0,0,-1.1394376899696048
"Card[T♣, 6♢, 3♣]",12,5292,13132,0,0,0,-1.1382978723404256
"Card[T♣, 6♢, 3♢]",12,5292,13132,0,0,0,-1.1382978723404256
"Card[T♣, 6♢, 3♡]",24,5300,13124,0,0,0,-1.1369952236213634
"Card[T♣, 6♢, 4♣]",12,5303,13121,0,0,0,-1.1365067303517151
"Card[T♣, 6♢, 4♢]",12,5304,13120,0,0,0,-1.1363438992618324
"Card[T♣, 6♢, 4♡]",24,5311,13113,0,0,0,-1.135204081632653
"Card[T♣, 6♢, 5♣]",12,5299,13125,0,0,0,-1.137158054711246
"Card[T♣, 6♢, 5♢]",12,5301,13123,0,0,0,-1.1368323925314807
"Card[T♣, 6♢, 5♡]",24,5307,13117,0,0,0,-1.1358554059921842
"Card[T♣, 6♢, 6♣]",6,5276,3631,3,9514,0,0.9249891445940078
"Card[T♣, 6♢, 6♡]",12,5284,3620,3,9517,0,0.926943117672601
"Card[T♣, 7♣, 2♣]",4,5262,1420,3,11739,0,1.405775075987842
"Card[T♣, 7♣, 2♢]",12,5277,13147,0,0,0,-1.140740338688667
"Card[T♣, 7♣, 3♣]",4,5277,1401,3,11743,0,1.409085974815458
"Card[T♣, 7♣, 3♢]",12,5292,13132,0,0,0,-1.1382978723404256
"Card[T♣, 7♣, 4♣]",4,5292,1397,3,11732,0,1.409140251845419
"Card[T♣, 7♣, 4♢]",12,5307,13117,0,0,0,-1.1358554059921842
"Card[T♣, 7♣, 5♣]",4,5289,1398,3,11734,0,1.409085974815458
"Card[T♣, 7♣, 5♢]",12,5303,13121,0,0,0,-1.1365067303517151
"Card[T♣, 7♣, 6♣]",4,5286,1399,3,11736,0,1.409031697785497
"Card[T♣, 7♣, 6♢]",12,5299,13125,0,0,0,-1.137158054711246
"Card[T♣, 7♣, 7♢]",6,5276,3361,3,9784,0,0.9836083369518019
"Card[T♣, 7♢, 2♣]",12,5277,13147,0,0,0,-1.140740338688667
"Card[T♣, 7♢, 2♢]",12,5277,13147,0,0,0,-1.140740338688667
"Card[T♣, 7♢, 2♡]",24,5285,13139,0,0,0,-1.1394376899696048
"Card[T♣, 7♢, 3♣]",12,5292,13132,0,0,0,-1.1382978723404256
"Card[T♣, 7♢, 3♢]",12,5292,13132,0,0,0,-1.1382978723404256
"Card[T♣, 7♢, 3♡]",24,5300,13124,0,0,0,-1.1369952236213634
"Card[T♣, 7♢, 4♣]",12,5307,13117,0,0,0,-1.1358554059921842
"Card[T♣, 7♢, 4♢]",12,5307,13117,0,0,0,-1.1358554059921842
"Card[T♣, 7♢, 4♡]",24,5315,13109,0,0,0,-1.134552757273122
"Card[T♣, 7♢, 5♣]",12,5303,13121,0,0,0,-1.1365067303517151
"Card[T♣, 7♢, 5♢]",12,5304,13120,0,0,0,-1.1363438992618324
"Card[T♣, 7♢, 5♡]",24,5311,13113,0,0,0,-1.135204081632653
"Card[T♣, 7♢, 6♣]",12,5299,13125,0,0,0,-1.137158054711246
"Card[T♣, 7♢, 6♢]",12,5301,13123,0,0,0,-1.1368323925314807
"Card[T♣, 7♢, 6♡]",24,5307,13117,0,0,0,-1.1358554059921842
"Card[T♣, 7♢, 7♣]",6,5276,3361,3,9784,0,0.9836083369518019
"Card[T♣, 7♢, 7♡]",12,5284,3350,3,9787,0,0.9855623100303952
"Card[T♣, 8♣, 2♣]",4,5259,1409,3,11753,0,1.4083260963960051
"Card[T♣, 8♣, 2♢]",12,5274,13150,0,0,0,-1.1412288319583153
"Card[T♣, 8♣, 3♣]",4,5274,1390,3,11757,0,1.4116369952236214
"Card[T♣, 8♣, 3♢]",12,5289,13135,0,0,0,-1.1387863656100738
"Card[T♣, 8♣, 4♣]",4,5289,1386,3,11746,0,1.4116912722535824
"Card[T♣, 8♣, 4♢]",12,5304,13120,0,0,0,-1.1363438992618324
"Card[T♣, 8♣, 5♣]",4,5289,1383,3,11749,0,1.4123425966131133
"Card[T♣, 8♣, 5♢]",12,5304,13120,0,0,0,-1.1363438992618324
"Card[T♣, 8♣, 6♣]",4,5286,1384,3,11751,0,1.4122883195831524
"Card[T♣, 8♣, 6♢]",12,5300,13124,0,0,0,-1.1369952236213634
"Card[T♣, 8♣, 7♣]",4,5283,1385,3,11753,0,1.4122340425531914
"Card[T♣, 8♣, 7♢]",12,5296,13128,0,0,0,-1.1376465479808946
"Card[T♣, 8♣, 8♢]",6,5269,3098,3,10054,0,1.041087711680417
"Card[T♣, 8♢, 2♣]",12,5273,13151,0,0,0,-1.141391663048198
"Card[T♣, 8♢, 2♢]",12,5273,13151,0,0,0,-1.141391663048198
"Card[T♣, 8♢, 2♡]",24,5281,13143,0,0,0,-1.140089014329136
"Card[T♣, 8♢, 3♣]",12,5288,13136,0,0,0,-1.1389491966999565
"Card[T♣, 8♢, 3♢]",12,5288,13136,0,0,0,-1.1389491966999565
"Card[T♣, 8♢, 3♡]",24,5296,13128,0,0,0,-1.1376465479808946
"Card[T♣, 8♢, 4♣]",12,5303,13121,0,0,0,-1.1365067303517151
"Card[T♣, 8♢, 4♢]",12,5303,13121,0,0,0,-1.1365067303517151
"Card[T♣, 8♢, 4♡]",24,5311,13113,0,0,0,-1.135204081632653
"Card[T♣, 8♢, 5♣]",12,5303,13121,0,0,0,-1.1365067303517151
"Card[T♣, 8♢, 5♢]",12,5303,13121,0,0,0,-1.1365067303517151
"Card[T♣, 8♢, 5♡]",24,5311,13113,0,0,0,-1.135204081632653
"Card[T♣, 8♢, 6♣]",12,5299,13125,0,0,0,-1.137158054711246
"Card[T♣, 8♢, 6♢]",12,5300,13124,0,0,0,-1.1369952236213634
"Card[T♣, 8♢, 6♡]",24,5307,13117,0,0,0,-1.1358554059921842
"Card[T♣, 8♢, 7♣]",12,5295,13129,0,0,0,-1.1378093790707773
"Card[T♣, 8♢, 7♢]",12,5297,13127,0,0,0,-1.1374837168910117
"Card[T♣, 8♢, 7♡]",24,5303,13121,0,0,0,-1.1365067303517151
"Card[T♣, 8♢, 8♣]",6,5269,3098,3,10054,0,1.041087711680417
"Card[T♣, 8♢, 8♡]",12,5276,3088,3,10057,0,1.0428788536691271
"Card[T♣, 9♣, 2♣]",4,5256,1395,3,11770,0,1.4115284411636995
"Card[T♣, 9♣, 2♢]",12,5271,13153,0,0,0,-1.1417173252279635
"Card[T♣, 9♣, 3♣]",4,5271,1376,3,11774,0,1.4148393399913157
"Card[T♣, 9♣, 3♢]",12,5286,13138,0,0,0,-1.1392748588797221
"Card[T♣, 9♣, 4♣]",4,5286,1372,3,11763,0,1.4148936170212767
"Card[T♣, 9♣, 4♢]",12,5301,13123,0,0,0,-1.1368323925314807
"Card[T♣, 9♣, 5♣]",4,5286,1369,3,11766,0,1.4155449413808077
"Card[T♣, 9♣, 5♢]",12,5301,13123,0,0,0,-1.1368323925314807
"Card[T♣, 9♣, 6♣]",4,5286,1366,3,11769,0,1.4161962657403386
"Card[T♣, 9♣, 6♢]",12,5301,13123,0,0,0,-1.1368323925314807
"Card[T♣, 9♣, 7♣]",4,5283,1367,3,11771,0,1.4161419887103777
"Card[T♣, 9♣, 7♢]",12,5297,13127,0,0,0,-1.1374837168910117
"Card[T♣, 9♣, 8♣]",4,5277,57,3,13087,4,5.700879287885367
"Card[T♣, 9♣, 8♢]",12,5290,282,25,12827,1,2.648936170212766
"Card[T♣, 9♣, 9♢]",6,5262,2835,3,10324,0,1.0985670864090318
"Card[T♣, 9♢, 2♣]",12,5269,13155,0,0,0,-1.1420429874077291
"Card[T♣, 9♢, 2♢]",12,5269,13155,0,0,0,-1.1420429874077291
"Card[T♣, 9♢, 2♡]",24,5277,13147,0,0,0,-1.140740338688667
"Card[T♣, 9♢, 3♣]",12,5284,13140,0,0,0,-1.1396005210594877
"Card[T♣, 9♢, 3♢]",12,5284,13140,0,0,0,-1.1396005210594877
"Card[T♣, 9♢, 3♡]",24,5292,13132,0,0,0,-1.1382978723404256
"Card[T♣, 9♢, 4♣]",12,5299,13125,0,0,0,-1.137158054711246
"Card[T♣, 9♢, 4♢]",12,5299,13125,0,0,0,-1.137158054711246
"Card[T♣, 9♢, 4♡]",24,5307,13117,0,0,0,-1.1358554059921842
"Card[T♣, 9♢, 5♣]",12,5299,13125,0,0,0,-1.137158054711246
"Card[T♣, 9♢, 5♢]",12,5299,13125,0,0,0,-1.137158054711246
"Card[T♣, 9♢, 5♡]",24,5307,13117,0,0,0,-1.1358554059921842
"Card[T♣, 9♢, 6♣]",12,5299,13125,0,0,0,-1.137158054711246
"Card[T♣, 9♢, 6♢]",12,5299,13125,0,0,0,-1.137158054711246
"Card[T♣, 9♢, 6♡]",24,5307,13117,0,0,0,-1.1358554059921842
"Card[T♣, 9♢, 7♣]",12,5295,13129,0,0,0,-1.1378093790707773
"Card[T♣, 9♢, 7♢]",12,5296,13128,0,0,0,-1.1376465479808946
"Card[T♣, 9♢, 7♡]",24,5303,13121,0,0,0,-1.1365067303517151
"Card[T♣, 9♢, 8♣]",12,5289,282,25,12828,1,2.648990447242727
"Card[T♣, 9♢, 8♢]",12,5290,283,25,12826,1,2.648719062092922
"Card[T♣, 9♢, 8♡]",24,5296,281,26,12821,1,2.648719062092922
"Card[T♣, 9♢, 9♣]",6,5262,2835,3,10324,0,1.0985670864090318
"Card[T♣, 9♢, 9♡]",12,5268,2826,3,10327,0,1.1001953973078593
"Card[T♣, T♢, 2♣]",6,5231,2726,3,10464,0,1.1239144594007815
"Card[T♣, T♢, 2♢]",6,5231,2726,3,10464,0,1.1239144594007815
"Card[T♣, T♢, 2♡]",12,5239,2715,3,10467,0,1.1258684324793746
"Card[T♣, T♢, 3♣]",6,5246,2707,3,10468,0,1.1272253582283978
"Card[T♣, T♢, 3♢]",6,5246,2707,3,10468,0,1.1272253582283978
"Card[T♣, T♢, 3♡]",12,5254,2696,3,10471,0,1.1291793313069909
"Card[T♣, T♢, 4♣]",6,5261,2703,3,10457,0,1.1272796352583587
"Card[T♣, T♢, 4♢]",6,5261,2703,3,10457,0,1.1272796352583587
"Card[T♣, T♢, 4♡]",12,5269,2692,3,10460,0,1.1292336083369519
"Card[T♣, T♢, 5♣]",6,5261,2699,3,10461,0,1.1281480677377334
"Card[T♣, T♢, 5♢]",6,5261,2699,3,10461,0,1.1281480677377334
"Card[T♣, T♢, 5♡]",12,5269,2688,3,10464,0,1.1301020408163265
"Card[T♣, T♢, 6♣]",6,5261,2695,3,10465,0,1.1290165002171082
"Card[T♣, T♢, 6♢]",6,5261,2695,3,10465,0,1.1290165002171082
"Card[T♣, T♢, 6♡]",12,5269,2684,3,10468,0,1.1309704732957013
"Card[T♣, T♢, 7♣]",6,5261,2691,3,10469,0,1.1298849326964828
"Card[T♣, T♢, 7♢]",6,5261,2691,3,10469,0,1.1298849326964828
"Card[T♣, T♢, 7♡]",12,5269,2680,3,10472,0,1.131838905775076
"Card[T♣, T♢, 8♣]",6,5254,2694,3,10473,0,1.1296135475466782
"Card[T♣, T♢, 8♢]",6,5254,2694,3,10473,0,1.1296135475466782
"Card[T♣, T♢, 8♡]",12,5261,2684,3,10476,0,1.1314046895353886
"Card[T♣, T♢, 9♣]",6,5247,2697,3,10477,0,1.1293421623968736
"Card[T♣, T♢, 9♢]",6,5247,2697,3,10477,0,1.1293421623968736
"Card[T♣, T♢, 9♡]",12,5253,2688,3,10480,0,1.1309704732957013
"Card[T♣, T♢, T♡]",4,5190,20,0,13214,5,6.713960052105949
"Card[J♣, 2♣, 2♢]",6,5201,4737,3,8483,0,0.6889383412939644
"Card[J♣, 2♢, 2♣]",6,5201,4737,3,8483,0,0.6889383412939644
"Card[J♣, 2♢, 2♡]",12,5209,4726,3,8486,0,0.6908923143725575
"Card[J♣, 3♣, 2♣]",4,5229,1363,3,11829,0,1.4199413808076422
"Card[J♣, 3♣, 2♢]",12,5243,13181,0,0,0,-1.1462765957446808
"Card[J♣, 3♣, 3♢]",6,5231,4437,3,8753,0,0.7524424663482414
"Card[J♣, 3♢, 2♣]",12,5243,13181,0,0,0,-1.1462765957446808
"Card[J♣, 3♢, 2♢]",12,5244,13180,0,0,0,-1.146113764654798
